"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","3.435793","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","2.659591","0","13"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.682138","0","3"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.366175","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","21","18","3","3","222.488541","0","54"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","30","9","6","125.490707","0","104"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","1","1","2.640895","0","13"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","91","1","1","75.186165","0","1006"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","75","1","1","61.785496","0","727"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","14","1","1","11.989309","0","80"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","110","2","1","230.640503","0","1545"
"/Engine/VREditor/Devices/Oculus/OculusControllerMaterial.OculusControllerMaterial","21","6","1","1","4.165839","0","18"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.806159","0","3"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","4.397880","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","14.348170","0","81"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","21","45","1","1","58.160057","0","470"
"/Interchange/gltf/M_Unlit.M_Unlit","21","30","9","6","24.843956","0","135"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","21","45","1","1","40.402821","0","398"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","28","1","1","43.479321","0","162"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","46","1","1","49.566101","0","476"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","70","7","6","68.292992","0","326"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","75.227310","0","154"
"/Interchange/gltf/M_Sheen.M_Sheen","21","70","6","6","131.905640","0","307"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","70","6","6","141.059448","0","361"
"/Interchange/gltf/M_Default.M_Default","21","70","10","6","65.799706","0","278"
