"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","98","1","1","180.085266","0","4000"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","98","1","1","184.919617","0","3635"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","56","1","1","142.701782","0","727"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","2.020779","0","3"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","98","1","1","0.000000","0","3732"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","4.177378","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","3.057226","0","13"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","2","2","25.899805","0","162"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","4","1","1","2.365181","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.676359","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","21","84","5","3","173.926025","0","759"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","9","6","17.838776","0","78"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","6","1","1","3.694175","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","105","1","1","99.475426","0","1550"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","350","9","1","817.220093","0","10816"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","1004","2","1","1668.937622","0","63029"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","34","1","1","54.991318","0","277"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","2","1","2.936338","0","24"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.368577","0","3"
"/Engine/VREditor/Devices/Oculus/OculusControllerMaterial.OculusControllerMaterial","21","28","1","1","50.697227","0","230"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","3.345302","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","10.878841","0","63"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","21","210","1","1","415.389893","0","4989"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","152","1","1","279.384125","0","3645"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","21","210","2","1","384.719604","0","6057"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","10","6","15.918800","0","93"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","68","1","1","119.158463","0","1190"
"/Interchange/gltf/M_Sheen.M_Sheen","21","154","7","6","290.658875","0","1296"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","154","6","6","249.298782","0","1367"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","3","2","54.537540","0","233"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","154","6","6","294.830750","0","1279"
"/Interchange/gltf/M_Default.M_Default","21","154","8","6","248.542313","0","1024"
