"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","106","8","1","279.876038","0","3200"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","1.591736","0","3"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","2","2","17.633575","0","109"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","21","6","1","1","3.230115","0","22"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","21","1","1","11.695717","0","106"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","21","1","1","11.670845","0","76"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","12","1","1","7.675306","0","54"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.554560","0","3"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","21","1","1","0.000000","0","76"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","2.724845","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","2.897613","0","13"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.118777","0","3"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.097843","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","21","18","3","3","13.650438","0","70"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","9","6","18.787512","0","86"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","1","1","2.453202","0","13"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","91","1","1","61.242977","0","1047"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","75","1","1","49.637520","0","634"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","300","2","1","178.904083","0","4995"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","12","1","1","6.995941","0","61"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","106","1","1","173.844894","0","1331"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.219549","0","3"
"/Engine/VREditor/Devices/Oculus/OculusControllerMaterial.OculusControllerMaterial","21","6","1","1","3.735823","0","22"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","2","1","3.399286","0","11"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","10.362782","0","72"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","21","45","2","1","34.139606","0","400"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","21","45","1","1","29.804745","0","308"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","9","6","17.067770","0","88"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","24","1","1","19.459255","0","141"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","42","1","1","37.221760","0","322"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","66","9","6","55.937954","0","310"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","57.686562","0","184"
"/Interchange/gltf/M_Sheen.M_Sheen","21","66","7","6","94.131577","0","299"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","66","7","6","117.309258","0","295"
"/Interchange/gltf/M_Default.M_Default","21","66","14","6","80.931091","0","266"
