"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","21","45","4","1","34.845596","0","364"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","21","45","1","1","32.403217","0","346"
"/Interchange/gltf/M_Unlit.M_Unlit","21","30","9","6","19.809439","0","103"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","28","1","1","23.871326","0","162"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","46","1","1","40.495472","0","389"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","70","6","6","56.239975","0","353"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","57.899593","0","139"
"/Interchange/gltf/M_Sheen.M_Sheen","21","70","6","6","85.043419","0","310"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","70","6","6","87.037437","0","321"
"/Interchange/gltf/M_Default.M_Default","21","70","11","6","56.422970","0","286"
